8,"Etravirine","DB06414","Etravirine (a CYP2C9 substrate), when used concomitantly with peginterferon alfa-2a, may experience a decrease in serum concentration. It is recommended to monitor effectiveness of etravirine therapy."
8,"Oxtriphylline","DB01303","Interferon increases the effect and toxicity of theophylline"
8,"Telbivudine","DB01265","Co-administration of Peginterferon alpha-2a and Telbivudine may increase the risk of serious peripheral neuropathy."
8,"Theophylline","DB00277","Interferon increases the effect and toxicity of theophylline"
9,"Ginkgo biloba","DB01381","Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided."
9,"Nitroglycerin","DB00727","IV nitroglycerin may decrease the effect of alteplase."
9,"Ticlopidine","DB00208","Increased bleeding risk. Monitor for signs of bleeding."
11,"Aminophylline","DB01223","Interferon increases the effect and toxicity of theophylline"
11,"Dyphylline","DB00651","Interferon increases the effect and toxicity of theophylline"
11,"Oxtriphylline","DB01303","Interferon increases the effect and toxicity of theophylline"
11,"Theophylline","DB00277","Interferon increases the effect and toxicity of theophylline"
13,"Aprotinin","DB06692","Aprotonin may antagonize the effect of Urokinase. Monitor for decreased effects of Urokinase."
13,"Drotrecogin alfa","DB00055","Increased risk of bleeding. "
13,"Ginkgo biloba","DB01381","Increased risk of bleeding. "
13,"Ginseng","DB01404","Increased risk of bleeding. "
15,"Ginkgo biloba","DB01381","Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided."
15,"Ticlopidine","DB00208","Increased bleeding risk. Monitor for signs of bleeding."
17,"Lithium","DB01356","Monitor therapy because calcitonin may reduce the serum concentration of lithium. "
21,"Clidinium","DB00771","Anticholinergic agents such as secretin may diminish the stimulatory effect of secretin. Avoid using drugs with substantial anticholinergic effects in patients receiving secretin whenever possible. If such agents must be used in combination, monitor response to secretin closely."
21,"Tiotropium","DB01409","The stimulatory effect of Secretin may be reduced by anticholinergics such as Tiotropium. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored."
21,"Tolterodine","DB01036","The stimulatory effect of Secretin may be reduced by anticholinergics such as Tolterodine. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored."
21,"Trihexyphenidyl","DB00376","The stimulatory effect of Secretin may be reduced by anticholinergics such as Trihexyphenidyl. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored."
21,"Trimethobenzamide","DB00662","The stimulatory effect of Secretin may be reduced by anticholinergics such as Trimethobenzamide. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored."
21,"Trospium","DB00209","The stimulatory effect of Secretin may be reduced by anticholinergics such as Trospium. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored."
22,"Aminophylline","DB01223","Interferon increases the effect and toxicity of theophylline"
22,"Dyphylline","DB00651","Interferon increases the effect and toxicity of theophylline"
22,"Oxtriphylline","DB01303","Interferon increases the effect and toxicity of theophylline"
22,"Theophylline","DB00277","Interferon increases the effect and toxicity of theophylline"
23,"Trastuzumab","DB00072","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
26,"Abatacept","DB01281","Avoid combination due to enhanced adverse effects of abatacept"
26,"Canakinumab","DB06168","results in increased immunosuppressive effects; increases the risk of infection. "
26,"Certolizumab pegol","DB08904","Co-administration with other TNF-blocking agents may increase the risk of serious infections. Concomitant therapy is not recommended. "
26,"Etanercept","DB00005","Avoid combination due to increased adverse effects of anakinra and increased risk of infections."
26,"golimumab","DB06674","Avoid combination with anakinra due to the increased chance of serious infection.\
"
26,"Infliximab","DB00065","Combination may enhance the toxic effect of Anakinra and should be avoided otherwise there may be an increased risk of infection"
26,"Rilonacept","DB06372","results in increased immunosuppressive effects; increases the risk of infection. "
26,"Thalidomide","DB01041","Thalidomide may increase the adverse effects of Anakinra. Increased risk of serious infection. Concomitant therapy should be avoided. "
26,"Tofacitinib","DB08895","Avoid combination due to the potential increase in tofacitinib related adverse effects.\
"
26,"Trastuzumab","DB00072","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
30,"Liraglutide","DB06655","Coadministration may increase the risk of hypoglycemia. A lower dose of the antidiabetic agent may be needed.\
"
31,"Aprotinin","DB06692","Aprotonin may antagonize the effect of Tenecteplase. Monitor for decreased effects of Tenecteplase. "
31,"Drotrecogin alfa","DB00055","Increased risk of bleeding. "
31,"Ginkgo biloba","DB01381","Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided."
31,"Ginseng","DB01404","Increased risk of bleeding. "
31,"Ticlopidine","DB00208","Increased bleeding risk. Monitor for signs of bleeding."
34,"Aminophylline","DB01223","Interferon increases the effect and toxicity of theophylline"
34,"Dyphylline","DB00651","Interferon increases the effect and toxicity of theophylline"
34,"Oxtriphylline","DB01303","Interferon increases the effect and toxicity of theophylline"
34,"Theophylline","DB00277","Interferon increases the effect and toxicity of theophylline"
35,"Dihydrocodeine","DB01551","Opioids may enhance the adverse effects and toxicity of desmopressin. It is recommended to monitor therapy. "
37,"Dihydrocodeine","DB01551","May increase the serum levels of opioid analgesics. It is recommended to monitor therapy for the signs and symptoms of respiratory depression and enhanced sedation. "
38,"Bendamustine","DB06769","Increases toxicity of bendamustine. Should not be administered within a 24 hour time period of antineoplastic agent administration. "
38,"Pralatrexate","DB06813","Increases the toxicity of pralatrexate. Avoid concomitant therapy or do not use palifermin within 24 hours after administration of pralatrexate. "
39,"Indomethacin","DB00328","Monitor therapy due to diminished therapeutic effect of glucagon."
39,"Warfarin","DB00682","Monitor therapy due to enhanced anticoagulant effects."
40,"Clobetasol propionate","DB01013","Corticosteroids such as clobetasol may diminish the antineoplastic effect of aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin. "
40,"Clocortolone","DB00838","Corticosteroids such as clocortolone may diminish the antineoplastic effect of aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin. "
40,"Clozapine","DB00363","Avoid combination due to enhanced adverse effects of clozapine, especially the risk of agranulocytosis."
40,"Corticotropin","DB01285","Corticosteroids may diminish the antineoplastic effect of Aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin. "
40,"Duloxetine","DB00476","Monitor therapy due to enhanced orthostatic hypotensive effect of duloxetine. "
42,"Belimumab","DB08879","Avoid combination due to enhanced toxic effects of monoclonal antibodies."
42,"Denosumab","DB06643","Monitor therapy due to increased risk of infections consequent to increased adverse effects of immunosuppressants."
42,"Leflunomide","DB01097","Consider modifying therapy due to increased adverse effects of leflunomide including hematological toxicity."
42,"Natalizumab","DB00108","Avoid combination due to enhanced adverse effects of natalizumab including the risk of infections. "
42,"Pimecrolimus","DB00337","Avoid combination due to enhanced adverse effects of immunosuppressants."
42,"Roflumilast","DB01656","Consider therapy modification due to enhanced immunosuppressive effects."
42,"Sipuleucel-T","DB06688","Monitor therapy due to diminished therapeutic effect of sipuleucel-t."
42,"Tacrolimus","DB00864","Avoid combination due to enhanced adverse toxic effects."
42,"Tofacitinib","DB08895","Avoid combination due to enhanced immunosuppressive effect of tofacitinib."
42,"Trastuzumab","DB00072","Monitor therapy due to enhanced neutropenic effect of immunosuppressants."
45,"Acebutolol","DB01193","The beta-blocker, acebutolol, may decrease symptoms of hypoglycemia."
45,"Atenolol","DB00335","The beta-blocker, atenolol, may decrease symptoms of hypoglycemia."
45,"Bisoprolol","DB00612","The beta-blocker, bisoprolol, may decrease symptoms of hypoglycemia."
45,"Carvedilol","DB01136","The beta-blocker, carvedilol, may decrease symptoms of hypoglycemia."
45,"Dextropropoxyphene","DB00647","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Disopyramide","DB00280","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Enalapril","DB00584","Concomitant therapy with ACE inhibitors may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Epinephrine","DB00668","Concomitant therapy with sympathomimetic agents may reduce the blood-glucose-lowering effect of insulin lispro. "
45,"Esmolol","DB00187","The beta-blocker, esmolol, may decrease symptoms of hypoglycemia."
45,"Fenofibrate","DB01039","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Fluoxetine","DB00472","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Hydrochlorothiazide","DB00999","Concomitant therapy with diuretics may reduce the blood-glucose-lowering effect of insulin lispro. "
45,"Losartan","DB00678","Concomitant therapy with angiotensin II receptor blockers may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Octreotide","DB00104","Concomitant therapy with somatostatin analogs may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Pentoxifylline","DB00806","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Pramlintide","DB01278","Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
45,"Prednisone","DB00635","Concomitant therapy with corticosteriods may reduce the blood-glucose-lowering effect of insulin lispro. "
45,"Ramipril","DB00178","Concomitant therapy with ACE inhibitors may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely. "
46,"Acebutolol","DB01193","The beta-blocker, acebutolol, may decrease symptoms of hypoglycemia."
46,"Atenolol","DB00335","The beta-blocker, atenolol, may decrease symptoms of hypoglycemia."
46,"Betaxolol","DB00195","The beta-blocker, betaxolol, may decrease symptoms of hypoglycemia."
46,"Bevantolol","DB01295","The beta-blocker, bevantolol, may decrease symptoms of hypoglycemia."
46,"Bisoprolol","DB00612","The beta-blocker, bisoprolol, may decrease symptoms of hypoglycemia."
46,"Carteolol","DB00521","The beta-blocker, carteolol, may decrease symptoms of hypoglycemia."
46,"Carvedilol","DB01136","The beta-blocker, carvedilol, may decrease symptoms of hypoglycemia."
46,"Esmolol","DB00187","The beta-blocker, esmolol, may decrease symptoms of hypoglycemia."
46,"Labetalol","DB00598","The beta-blocker, labetolol, may decrease symptoms of hypoglycemia."
46,"Metoprolol","DB00264","The beta-blocker, metoprolol, may decrease symptoms of hypoglycemia."
46,"Nadolol","DB01203","The beta-blocker, nadolol, may decrease symptoms of hypoglycemia."
46,"Oxprenolol","DB01580","The beta-blocker, oxprenolol, may decrease symptoms of hypoglycemia."
46,"Penbutolol","DB01359","The beta-blocker, penbutolol, may decrease symptoms of hypoglycemia."
46,"Pindolol","DB00960","The beta-blocker, pindolol, may decrease symptoms of hypoglycemia."
46,"Practolol","DB01297","The beta-blocker, practolol, may decrease symptoms of hypoglycemia."
46,"Propranolol","DB00571","The beta-blocker, propranolol, may decrease symptoms of hypoglycemia."
46,"Somatropin recombinant","DB00052","Somatropin may antagonize the hypoglycemic effect of insulin glargine. Monitor for changes in fasting and postprandial blood sugars. "
46,"Sotalol","DB00489","The beta-blocker, sotalol, may decrease symptoms of hypoglycemia."
46,"Timolol","DB00373","The beta-blocker, timolol, may decrease symptoms of hypoglycemia."
47,"Eptifibatide","DB00063","Monitor therapy due to increased adverse effects of collagenase including risk of injection site bruising or bleeding."
50,"Canakinumab","DB06168","Increases immunosuppressive effects and risk of infection. "
50,"Infliximab","DB00065","Both bind to TNF alfa and thus combination results in enhanced immunosuppressive effect. It is recommended that simultaneous use of both agents be avoided. "
50,"Rilonacept","DB06372","results in increased immunosuppressive effects; increases the risk of infection. "
50,"Tofacitinib","DB08895","Adalimumab (and other anti-TNF immunosuppressants), when used in combination with tofacitinib, may increase the risk of added immunosuppression. It is recommended to avoid concurrent therapy."
50,"Trastuzumab","DB00072","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
51,"Acarbose","DB00284","Somatropin may antagonize the hypoglycemic effect of acarbose. Monitor for changes in fasting and postprandial blood sugars."
51,"Chlorpropamide","DB00672","Somatropin may antagonize the hypoglycemic effect of chlorpropamide. Monitor for changes in fasting and postprandial blood sugars."
51,"Exenatide","DB01276","Somatropin may antagonize the hypoglycemic effect of exenatide. Monitor for changes in fasting and postprandial blood sugars."
51,"Gliclazide","DB01120","Somatropin may antagonize the hypoglycemic effect of gliclazide. Monitor for changes in fasting and postprandial blood sugars."
51,"Glimepiride","DB00222","Somatropin may antagonize the hypoglycemic effect of glimepiride. Monitor for changes in fasting and postprandial blood sugars."
51,"Glipizide","DB01067","Somatropin may antagonize the hypoglycemic effect of glipizide. Monitor for changes in fasting and postprandial blood sugars."
51,"Glyburide","DB01016","Somatropin may antagonize the hypoglycemic effect of glibenclamide. Monitor for changes in fasting and postprandial blood sugars."
51,"Insulin Aspart","DB01306","Somatropin may antagonize the hypoglycemic effect of insulin aspart. Monitor for changes in fasting and postprandial blood sugars."
51,"Insulin Detemir","DB01307","Somatropin may antagonize the hypoglycemic effect of insulin detemir. Monitor for changes in fasting and postprandial blood sugars."
51,"Insulin Glargine","DB00047","Somatropin may antagonize the hypoglycemic effect of insulin glargine. Monitor for changes in fasting and postprandial blood sugars. "
51,"Insulin Glulisine","DB01309","Somatropin may antagonize the hypoglycemic effect of insulin glulisine. Monitor for changes in fasting and postprandial blood sugars."
51,"Liraglutide","DB06655","Somatropin may antagonize the hypoglycemic effect of liraglutide. Monitor for changes in fasting and postprandial blood sugars."
51,"Metformin","DB00331","Somatropin may antagonize the hypoglycemic effect of metformin. Monitor for changes in fasting and postprandial blood sugars."
51,"Miglitol","DB00491","Somatropin may antagonize the hypoglycemic effect of miglitol. Monitor for changes in fasting and postprandial blood sugars."
51,"Nateglinide","DB00731","Somatropin may antagonize the hypoglycemic effect of nateglinide. Monitor for changes in fasting and postprandial blood sugars."
51,"Pioglitazone","DB01132","Somatropin may antagonize the hypoglycemic effect of pioglitazone. Monitor for changes in fasting and postprandial blood sugars."
51,"Rosiglitazone","DB00412","Somatropin may antagonize the hypoglycemic effect of rosiglitazone. Monitor for changes in fasting and postprandial blood sugars."
51,"Saxagliptin","DB06335","Somatropin may antagonize the hypoglycemic effect of saxagliptin. Monitor for changes in fasting and postprandial blood sugars."
51,"Sitagliptin","DB01261","Somatropin may antagonize the hypoglycemic effect of sitagliptin. Monitor for changes in fasting and postprandial blood sugars."
51,"Tolazamide","DB00839","Somatropin may antagonize the hypoglycemic effect of Tolazamide. Dose adjustments of Tolazamide may be required."
51,"Tolbutamide","DB01124","Somatropin may antagonize the hypoglycemic effect of Tolbutamide. Dose adjustments of Tolbutamide may be required."
53,"Ginkgo biloba","DB01381","Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided."
53,"Tirofiban","DB00775","Additive effects. Concomitant use is contraindicated."
53,"Trastuzumab","DB00072","Abciximab may increase the risk of a hypersensitivy reaction to Trastuzumab."
53,"Treprostinil","DB00374","The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the antiplatelet agent, Abciximab. Monitor for increased bleeding during concomitant thearpy. "
54,"Clopidogrel","DB00758","Antiplatelet agents such as clopidogrel may enhance the adverse/toxic effect of Drotrecogin Alfa. Bleeding may occur. Increase monitoring for signs/symptoms of bleeding during concomitant therapy. If possible, avoid use of drotrecogin within 7 days of use of any IIb/IIIa antagonists, higher dose aspirin (more than 650 mg/day), or use of other antiplatelet agents."
54,"Dalteparin","DB06779","Low molecular weight heparin (LMWH) such as dalteparin may enhance the adverse/toxic effect of drotrecogin alfa. Bleeding may occur. "
54,"Enoxaparin","DB01225","Combination should be used with caution after weighing advantages and disadvantages. Low molecular weight heparins such as enoxaparin may increase the adverse effects of drotrecogin. Monitor for bleeding if used concomitantly. "
54,"Fondaparinux sodium","DB00569","Drotrecogin alfa may increase the adverse effects of fondaparinux, resulting in excessive bleeding. Concomitant use should be avoided."
54,"Heparin","DB01109","The potential benefits of drotrecogin alfa should be weighed against an increased risk of bleeding in patients receiving therapeutic doses of heparin. Monitor for bleeding during concomitant therapy, and immediately stop infusion of drotrecogin if clinically important bleeding occurs. In patients receiving prophylactic heparin doses, consider continuing this during drotrecogin. "
54,"Ketoprofen","DB01009","The antiplatelet effect of ketoprofen may increase the bleed risk associated with drotrecogin alfa. Consider spacing use of the two agents by at least 7 days. Increase monitoring for signs and symptoms of bleeding during concomitant therapy. "
54,"Nadroparin","DB08813","The potential benefits of drotrecogin alfa should be weighed against an increased risk of bleeding in patients receiving therapeutic doses of low molecular weight heparins such as nadroparin. Monitor for bleeding during concomitant therapy, and immediately stop infusion of drotrecogin if clinically important bleeding occurs. In patients receiving prophylactic heparin doses, consider continuing this during drotrecogin. "
54,"Tenecteplase","DB00031","Increased risk of bleeding. "
54,"Tinzaparin","DB06822","Low molecular weight heparins (LMWHs) such as tinzaparin may enhance the adverse/toxic effects of drotrecogin alfa. Bleeding may occur. The potential benefits of drotrecogin alfa should be weighed against the increased risk of bleeding in patients on therapeutic doses of LMWHs."
54,"Tolmetin","DB00500","Increased risk of bleeding. Monitor for increased bleeding during concomitant therapy. "
54,"Treprostinil","DB00374","The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the anticoagulant, Drotrecogin alfa. Monitor for increased bleeding during concomitant thearpy. "
54,"Urokinase","DB00013","Increased risk of bleeding. "
54,"Vilazodone","DB06684","Increase monitoring for signs/symptoms of bleeding during concomitant therapy. If possible, avoid use of drotrecogin within 7 days of use of any IIb/IIIa antagonists, higher dose aspirin (more than 650 mg/day), or use of other antiplatelet agents. "
54,"Warfarin","DB00682","Increased risk of bleeding."
55,"Belimumab","DB08879","Avoid combination due to enhanced adverse effects of belimumab."
55,"Clozapine","DB00363","Avoid combination due to adverse effects of clozapine including the risk of agranulocytosis."
55,"Denosumab","DB06643","Monitor therapy due to enhanced adverse effects of immunosuppressants including the risk of infections. "
55,"Leflunomide","DB01097","Consider modifying therapy due to adverse effects of leflunomide including the risk of hematologic toxicity."
55,"Natalizumab","DB00108","Avoid combination due to enhanced adverse effects of natalizumab including the risk of infections."
55,"Pimecrolimus","DB00337","Avoid combination due to toxic effects of immunosuppressants."
55,"Roflumilast","DB01656","Consider therapy modification due to enhanced immunosuppressive effect."
55,"Sipuleucel-T","DB06688","Monitor therapy due to reduced therapeutic effect of sipuleucel-t."
55,"Tacrolimus","DB00864","Avoid combination of adverse effects of immunosuppressants."
55,"Tofacitinib","DB08895","Avoid combination due to enhancement of immunosuppressants."
55,"Trastuzumab","DB00072","Monitor therapy due to enhanced neutropenic effect of immunosuppressants."
58,"Denosumab","DB06643","Monitor therapy due to increased immunosuppressive effect and risk of infections."
58,"Leflunomide","DB01097","Immunosuppressants can increase toxic effects of leflunomide such as hematologic toxicity."
58,"Natalizumab","DB00108","Avoid combination because of increased immunosuppressants and risk of infections."
58,"Pimecrolimus","DB00337","Avoid combination because pimecrolimus enhances the adverse effects of immunosuppressants."
58,"Roflumilast","DB01656","Consider therapy modification because pegaspargase enhances the immunosuppressive effect of roflumilast."
58,"Sipuleucel-T","DB06688","Monitor therapy because pegaspargase may diminish therapeutic effect of sipuleucel-T."
58,"Tacrolimus","DB00864","Tacrolimus enhances adverse effects of pegaspargase therefore the combination should be avoided."
58,"Tofacitinib","DB08895","Avoid combination due to enhanced immunosuppressive effect of tofacitinib."
58,"Trastuzumab","DB00072","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
60,"Pentostatin","DB00552","Avoid combination due to decreased effect of both drugs"
62,"Apixaban","DB06605","Monitor therapy due to potential risk of bleeding. "
62,"Collagenase","DB00048","Monitor therapy due to increased adverse effects of collagenase including risk of injection site bruising or bleeding."
62,"Dabigatran etexilate","DB06695","Monitor therapy due to increased bleeding."
62,"Dasatinib","DB01254","Monitor therapy due to enhanced anticoagulant effect."
62,"Ginkgo biloba","DB01381","Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided."
62,"Glucosamine","DB01296","Monitor therapy due to enhanced antiplatelet effect."
62,"Ibritumomab","DB00078","Monitor therapy due to enhanced adverse effects, ie bleeding of ibritumomab."
62,"Obinutuzumab","DB08935","Monitor therapy due to increased risk of bleeding events."
62,"Pentosan Polysulfate","DB00686","Pentosan can potentiate adverse effects of antiplatelet agents and thus increase bleeding risk. Combination must be used with caution."
62,"Pentoxifylline","DB00806","Monitor therapy due to enhanced antiplatelet effect."
62,"Rivaroxaban","DB06228","Consider modifying therapy due to enhanced anticoagulant effect."
62,"Tipranavir","DB00932","Monitor therapy due to increased antiplatelet effect."
62,"Tirofiban","DB00775","Additive effects. Concomitant use is contraindicated."
62,"Treprostinil","DB00374","The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the antiplatelet agent, Eptifibatide. Monitor for increased bleeding during concomitant thearpy. "
64,"Abatacept","DB01281","The combination shoould be avoided as there have been reports of increased risk of serious infections. "
64,"Adalimumab","DB00051","Both bind to TNF alfa and thus combination results in enhanced immunosuppressive effect. It is recommended that simultaneous use of both agents be avoided. "
64,"Anakinra","DB00026","Combination may enhance the toxic effect of Anakinra and should be avoided otherwise there may be an increased risk of infection"
64,"Canakinumab","DB06168","Avoid combination due to increased risk of infection as anti-TNF agents enhance adverse effects of Canakinumab."
64,"Certolizumab pegol","DB08904","Avoid combination because anti-TNF agents increase adverse effects of certolizumab pegol"
64,"Denosumab","DB06643","Therapy should be monitored when combination is initiated as there may be an increase in serious infections. "
64,"Etanercept","DB00005","Avoid combination because etanercept may increase immunosuppressive effects of infliximab."
64,"golimumab","DB06674","Avoid combination with infliximab due to the potential increased immunosuppression of infliximab.\
\
"
64,"Leflunomide","DB01097","Therapy modification should be considered in order to reduce the risk of hematologic toxicities."
64,"Natalizumab","DB00108","Increase adverse effects of natalizumab. Avoid combination"
64,"Pimecrolimus","DB00337","Pimecrolimus enhances the adverse effects of immune suppressants thus the combination should be avoided."
64,"Rilonacept","DB06372","Anti-TNF alfa agents enhance adverse effects of rilonacept thus combination should be avoided."
64,"Roflumilast","DB01656","Roflumilast enhances the adverse effects of immune suppressants thus a therapy modification should be considered."
64,"Sipuleucel-T","DB06688","Monitoring is required because immunosuppressants can decrease the therapeutic effect of Sipuleucel-T."
64,"Tacrolimus","DB00864","Avoid combination because of risk of enhance adverse effects of immunosuppressants"
64,"Tocilizumab","DB06273","Avoid combination because enhanced immunosuppression by anti-TNF agents."
64,"Tofacitinib","DB08895","Avoid combination with infliximab and other anti-TNF drugs due to the potential enhancement of tofacitinib related adverse effects.\
"
64,"Trastuzumab","DB00072","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
67,"Zidovudine","DB00495","The interferon increases the effect and toxicity of zidovudine"
69,"Dopamine","DB00988","Consider modifying therapy due to enhanced adverse effects of dopamine."
69,"Phenylephrine","DB00388","Avoid combination because hyaluronidase can potentiate the vasoconstrictive effect of phenylephrine."
71,"Abatacept","DB01281","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Abciximab","DB00054","Abciximab may increase the risk of a hypersensitivy reaction to Trastuzumab."
71,"Adalimumab","DB00051","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Alemtuzumab","DB00087","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Altretamine","DB00488","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Amsacrine","DB00276","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Anakinra","DB00026","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Antithymocyte globulin","DB00098","Monitor therapy due to enhanced neutropenic effect"
71,"Asparaginase","DB00023","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Azacitidine","DB00928","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Azathioprine","DB00993","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
71,"Basiliximab","DB00074","Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events. "
